1985	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1976)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Vnìjší pøíèiny poranìní a otrav	3870	48	7	8	9	3	40	16	54	48	64	72	88	95	75	85	119	162	138	412	666	819	842
																								
D1	Úrazy na železnicích	36	-	-	1	-	-	-	-	1	-	1	1	2	3	4	1	4	3	3	6	3	3	-
E800	Srážka se železnièními vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E801	Náraz na jiný pøedmìt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky nebo nárazu	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheò nebo popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E805	Zasažení železnièním vozidlem	33	-	-	-	-	-	-	-	1	-	1	1	2	3	4	1	3	2	3	6	3	3	-
E806	Jiný blíže popsaný úraz  na železnici	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E807	Železnièní úraz NS	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
																								
D2	Provozní úrazy motorovými vozidly	289	2	1	1	3	1	16	8	15	16	15	15	17	20	11	12	15	23	11	33	33	13	8
E810	Srážka motorového vozidla s vlakem	8	-	-	-	-	-	-	2	-	-	-	1	-	2	-	-	1	1	-	1	-	-	-
E811	Srážka motorového vozidla s jiným motorovým vozidlem pøi návratu do jízdní dráhy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	23	-	-	-	1	-	-	1	2	-	4	1	1	2	3	1	4	1	-	2	-	-	-
E813	Srážka motorového vozidla s jiným vozidlem	17	-	-	-	-	-	1	-	1	2	2	1	1	1	1	-	2	1	-	2	2	-	-
E814	Srážka motorového vozidla s chodcem	87	1	-	-	-	1	4	-	4	1	4	4	4	2	1	2	3	9	2	15	19	8	3
E815	Jiný náraz motorového vozidla na pøedmìt na silnici	6	-	-	-	-	-	-	-	-	2	1	1	-	-	-	1	-	-	-	-	1	-	-
E816	Ztráta vlády nad motorovým vozidlem na silnici, beze srážky	10	-	-	-	-	-	-	-	-	2	-	1	4	1	-	2	-	-	-	-	-	-	-
E817	Úraz pøi nastupování nebo vystupování, bez srážky	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E818	Jiný provozní úraz motorovým vozidlem bez srážky	2	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E819	Jiný provozní úraz motorovým vozidlem, bez srážky	135	1	1	1	2	-	10	5	8	9	3	6	7	12	6	6	5	11	8	13	11	5	5
																								
D3	Neprovozní úrazy motorovými vozidly	3	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1
