1972	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnìjší pøíèina)	3149	36	27	14	10	9	54	27	105	108	88	58	67	86	138	112	142	205	239	383	458	414	369
																								
D1	Úrazy na železnicích	49	-	-	-	1	-	-	2	1	2	3	-	2	3	6	5	-	4	2	6	8	3	1
E800	Srážka se železnièními vozidly v pohybu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E801	Náraz na nepohyblivý pøedmìt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky 	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E803	Výbuch, oheò, popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-
E805	Zachycení železnièním vozidlem v pohybu	44	-	-	-	1	-	-	2	1	2	3	-	2	3	6	5	-	3	2	4	7	3	-
E806	Jiný blíže popsaný úraz  na železnici	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E807	Úraz na železnici NS	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1
																								
D2	Dopravní úrazy motorovými vozidly	518	1	1	2	2	4	24	12	31	33	25	19	13	20	32	20	34	40	50	43	62	34	16
E810	Srážka motorového vozidla s vlakem	6	-	-	-	-	-	-	-	1	2	-	-	1	1	1	-	-	-	-	-	-	-	-
E811	Srážka motorového vozidla s vozem poulièní dráhy	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	28	-	-	-	-	-	-	1	2	3	1	3	2	3	1	2	4	3	2	1	-	-	-
E813	Srážka motorového vozidla s jiným vozidlem	15	-	-	-	-	-	-	1	4	1	1	-	-	-	3	-	2	2	1	-	-	-	-
E814	Srážka motorového vozidla s chodcem	244	-	1	1	1	4	18	6	2	5	3	2	1	6	13	11	11	19	34	27	39	27	13
E815	Náraz motorového vozidla na nepohyblivý pøedmìt 	14	1	-	-	-	-	-	2	1	2	3	2	1	2	-	-	-	-	-	-	-	-	-
E816	Úraz beze srážky následkem ztráty vlády nad vozidlem	12	-	-	-	-	-	-	-	3	4	1	-	1	-	-	-	-	1	-	1	1	-	-
E817	Úraz motorovým vozidlem pøi nastupování nebo vystupování	4	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	1	-	-
E818	Jiný úraz motorovým vozidlem beze srážky	3	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	1	-	-	-	-	-
E819	Úraz motorovým vozidlem NS	191	-	-	1	-	-	6	2	18	16	15	12	6	8	13	7	17	13	13	13	21	7	3
																								
D3	Úrazy motorovými vozidly mimo dopravu	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	1	-	-	-	-
E820	Srážka s pohybujícím se pøedmìtem mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Náraz na nepohyblivý pøedmìt mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E822	Úraz pøi nastupování nebo vystupování mimo dopravu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E823	Jiný nebo NS úraz mimo dopravu	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-
																								
D4	Jiné úrazy silnièními vozidly	21	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	2	4	2	6	5	-
E825	Úraz poulièní drahou, mimo srážku s motorovým vozidlem	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	3	2	4	4	-
E826	Úraz jízdním kolem ,  mimo srážku s motorovým vozidlem nebo tramvají	6	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	1	-	2	1	-
E827	Úraz zpùsobený jiným silnièním vozidlem bez motoru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E830	Srážka, ztroskotání, pøevržení mající za následek potopení 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Srážka, ztroskotání, pøevržení bez potopení 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Jiné potopení nebo utonutí pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo ze žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s výšky  pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný a NS pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheò, popálení pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy pøi dopravì vzduchem a mimovzdušným prostorem	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E840	Nehoda motorového letadla pøi stratu nebo pøistávání	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E842	Nehoda letadla bez motoru	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E843	Pád v letadle, na letadle  nebo z letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz pøi dopravì vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Nehoda kosmické lodi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E846	Úraz pøi dopravì vzduchem ne prostorem NS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
