1976;Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1966);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+;""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH MUÙ;65 144;2 110;95;62;51;31;156;153;338;616;625;617;705;1 144;2 054;3 575;3 526;6 729;10 712;11 815;9 897;6 128;4 005;""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nemoci infekèní a parazitární;564;18;-;2;3;-;2;1;3;3;3;5;8;6;25;36;40;56;99;103;79;50;22;""
0;Cholera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;""
1;Bøišní tyfus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;""
2;Paratyfus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;""
3;Jiné infekce zpùsobené salmonelami;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;""
4;Bacilární úplavice;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;""
5;Alimentární intoxikace;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;""
6;Úplavice amébová;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;""
7;Jiná støevní onemocnìní protozoární;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;""
8;Støevní zánìt zpùsobenı jinım urèenım mikroorganismem;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;""
9;Prùjmová onemocnìní;22;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;2;3;2;""
10;Koniotuberkulóza;54;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;6;15;14;10;2;1;""
11;Tuberkulóza plic;299;-;-;-;-;-;-;-;-;-;-;2;3;1;14;24;20;33;56;51;52;29;14;""
12;Jiná tuberkulóza dıchacího ústrojí;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;4;-;2;-;""
