1966	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1955)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy a otravy podle vnìjší pøíèiny	5170	76	25	30	26	22	95	98	389	496	310	320	335	391	260	365	450	336	329	260	225	188	144
																								
D1	Úrazy na železnicích	206	-	-	2	-	-	3	3	20	23	15	13	11	21	18	15	24	9	14	8	6	-	1
E800	Úraz na železnicích postihující železnièní zamìstnance	79	-	-	-	-	-	-	-	4	7	8	7	5	10	7	10	14	2	2	2	1	-	-
E801	Úraz na železnicích postihující cestující	8	-	-	-	-	-	-	-	3	1	1	-	-	-	-	-	1	-	1	1	-	-	-
E802	Úraz na železnicích postihující jiné osoby	119	-	-	2	-	-	3	3	13	15	6	6	6	11	11	5	9	7	11	5	5	-	1
																								
D2	Dopravní úrazy motorovými vozidly	1120	1	1	5	9	12	30	22	145	192	91	72	65	67	49	69	82	53	52	37	40	17	9
E810	Dopravní úraz   pøi srážce s vlakem	21	-	-	-	-	-	-	-	10	1	-	1	3	3	1	-	1	1	-	-	-	-	-
E811	Dopravní úraz   pøi srážce s poulièní drahou	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	-	-	-	-	-	-
E812	Dopravní úraz   zpùsobený chodcùm	338	-	1	5	8	10	27	9	20	14	14	9	11	20	10	19	32	22	28	26	30	14	9
E813	Dopravní úraz   zpùsobený cyklistùm	25	-	-	-	-	-	1	6	2	-	-	-	1	1	-	-	4	3	4	2	1	-	-
E814	Dopravní úraz  motocyklem pøi srážce s vozidlem nemotorovým a jinými pøedmìty	30	-	-	-	-	-	-	-	7	9	3	2	-	-	3	2	2	2	-	-	-	-	-
E815	Dopravní úraz motocyklem pøi srážce s motorovým vozidlem 	72	-	-	-	-	-	-	-	12	16	8	7	7	6	2	4	6	2	1	1	-	-	-
E816	Dopravní úraz pøi srážce  motorových vozidel 	41	1	-	-	-	-	-	2	2	5	5	5	5	3	1	1	5	4	2	-	-	-	-
E817	Dopravní úraz  posádky motorového vozidla pøi srážce s chodcem, cyklistou	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E818	Dopravní úraz   pøi srážce se zvíøaty nebo vozy taženými zvíøaty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E819	Dopravní úraz   pøi srážce s pøedmìty pevnými nebo blíže neurèenými	43	-	-	-	-	-	-	-	11	15	2	2	3	4	3	-	1	2	-	-	-	-	-
E820	Dopravní úraz  pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Dopravní úraz  øidièe motocyklu, nejde-li o srážku	248	-	-	-	-	-	-	2	42	80	27	19	11	11	9	18	13	7	7	2	-	-	-
E822	Dopravní úraz   pøi pøevrhnutí na silnici	18	-	-	-	-	1	-	-	3	3	3	2	-	-	1	2	-	1	-	1	1	-	-
E823	Dopravní úraz   pøi vyboèení ze silnice	7	-	-	-	-	-	-	-	-	3	-	-	1	1	1	1	-	-	-	-	-	-	-
E824	Jiný dopravní úraz   bez srážky	50	-	-	-	-	-	-	-	5	10	8	2	3	5	4	8	1	1	2	-	1	-	-
E825	Dopravní úraz   neurèené povahy	223	-	-	-	1	1	2	3	30	36	21	23	20	13	14	12	16	8	8	5	7	3	-
																								
D3	Nedopravní úrazy motorovými vozidly 	116	-	-	-	1	-	2	4	20	10	7	9	14	10	5	9	8	10	4	1	2	-	-
E830	Nedopravní úraz   zpùsobený chodcùm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Nedopravní úraz   zpùsobený cyklistùm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz   zpùsobený posádce motocyklu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E833	Nedopravní úraz, jde-li o nìkolik motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz    pøi nastupování a vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz    jiné nebo neurèené povahy	6	-	-	-	-	-	-	-	1	3	1	1	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz zpùsobený traktorem	109	-	-	-	1	-	2	4	19	7	6	8	14	10	5	9	8	10	3	1	2	-	-
																								
D4	Úrazy jinými silnièními vozidly	62	-	-	-	-	-	1	4	-	3	1	-	2	1	2	3	10	7	12	6	6	3	1
E840	Úraz zpùsobený chodcùm vozy poulièní dopravy	15	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	4	1	1	2	3	1	1
E841	Jiný úraz poulièní drahou , mimo srážku s motorovým vozidlem 	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	1	-
E842	Úraz zpùsobený chodcùm cyklisty	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E843	Úraz zpùsobený cyklistùm, vyjma srážku  s motorovým  vozidlem 	21	-	-	-	-	-	-	4	-	2	-	-	1	-	-	-	3	3	5	2	1	-	-
